id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
524539,2023-05-21,domingo,19:32:00,PA,163,625,TRAIRAO,Área urbana sem a presença de local apropriado para a travessia de pedestres,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim,3,0,1,0,1,1,1,2,"-4,7024556","-55,9969688",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
524579,2023-05-21,domingo,08:10:00,PA,316,"55,8",CASTANHAL,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva;Declive,Não,5,0,4,1,0,0,5,1,"-1,30090979","-47,98471928",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
524635,2023-05-22,segunda-feira,08:30:00,PA,230,115,MARABA,Ingestão de álcool pelo condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta;Declive,Sim,3,0,0,0,2,1,0,3,"-5,35775894","-49,08661181",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
524843,2023-05-23,terça-feira,12:00:00,PA,230,122,MARABA,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-5,36137537","-49,12376139",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
524933,2023-05-19,sexta-feira,23:20:00,PA,316,"63,7",CASTANHAL,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Reta;Interseção de Vias,Sim,2,0,0,0,0,2,0,2,"-1,29679363","-47,92878096",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
524999,2023-05-13,sábado,04:00:00,PA,230,631,ALTAMIRA,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-3,17452844","-52,17908263",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
525386,2023-05-26,sexta-feira,10:20:00,PA,10,354,SANTA MARIA DO PARA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-1,34759789","-47,57735696",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
525537,2023-05-26,sexta-feira,19:50:00,PA,230,631,ALTAMIRA,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Rotatória,Sim,1,0,1,0,0,0,1,1,"-3,17397519","-52,1789825",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
525949,2023-05-28,domingo,19:30:00,PA,230,121,MARABA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,4,0,2,0,2,0,2,3,"-5,35297407","-49,12143673",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
526143,2023-05-28,domingo,17:45:00,PA,163,653,ITAITUBA,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Curva,Não,1,0,1,0,0,0,1,1,"-4,50624587","-55,86575279",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
526380,2023-05-30,terça-feira,21:29:00,PA,163,"573,1",TRAIRAO,Ausência de reação do condutor,Tombamento,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-5,03449202","-56,18823605",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
526390,2023-05-31,quarta-feira,00:30:00,PA,163,649,ITAITUBA,Animais na Pista,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Nevoeiro/Neblina,Simples,Reta,Não,2,0,1,0,1,0,1,1,"-4,52946961","-55,88645503",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
526585,2023-05-31,quarta-feira,14:30:00,PA,230,"411,1",PACAJA,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,1,2,0,0,0,2,2,"-3,8359674","-50,60749805",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
526756,2023-06-01,quinta-feira,20:00:00,PA,316,"45,2",SANTA IZABEL DO PARA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,3,0,2,0,0,1,2,2,"-1,277567","-48,078326",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
526827,2023-06-02,sexta-feira,06:40:00,PA,10,"161,9",PARAGOMINAS,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,1,0,0,2,2,"-3,0272761","-47,46507953",SPRF-PA,DEL02-PA,UOP01-DEL02-PA
527439,2023-06-04,domingo,19:40:00,PA,230,"117,2",MARABA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta;Declive;Retorno Regulamentado,Sim,3,0,2,0,1,0,2,2,"-5,35569904","-49,09047302",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
528282,2023-06-09,sexta-feira,03:00:00,PA,155,310,MARABA,Curva acentuada,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,2,0,0,2,0,0,2,1,"-5,65160594","-49,11019532",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
528717,2023-06-11,domingo,01:00:00,PA,230,679,ALTAMIRA,Ausência de reação do condutor,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Reta;Aclive,Não,3,0,0,0,3,0,0,1,"-3,27946318","-52,42726395",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
528748,2023-06-11,domingo,08:13:00,PA,316,95,IGARAPE-ACU,Avarias e/ou desgaste excessivo no pneu,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,2,0,0,0,2,1,"-1,32723691","-47,64789581",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
528749,2023-06-11,domingo,03:33:00,PA,163,515,TRAIRAO,Reação tardia ou ineficiente do condutor,Capotamento,Sem Vítimas,Plena Noite,Crescente,Ignorado,Simples,Reta,Não,3,0,0,0,0,3,0,1,"-5,39482295","-55,88311177",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
528806,2023-06-11,domingo,11:15:00,PA,316,54,CASTANHAL,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,1,1,0,1,2,"-1,30608532","-48,00803597",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
528822,2023-06-11,domingo,15:00:00,PA,0,0,GARRAFAO DO NORTE,Objeto estático sobre o leito carroçável,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Não Informado,Céu Claro,Simples,Curva,Não,10,0,2,0,7,1,2,5,"-2,035506","-46,988998",SPRF-PA,,
529033,2023-05-28,domingo,15:30:00,PA,230,81,SAO JOAO DO ARAGUAIA,Ausência de reação do condutor,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Reta,Não,2,1,0,0,0,1,0,2,"-5,472822","-48,8047",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
529288,2023-06-13,terça-feira,17:30:00,PA,316,"111,2",SANTA MARIA DO PARA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Interseção de Vias;Curva,Não,5,0,1,0,4,0,1,2,"-1,31650169","-47,51092494",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
529335,2023-06-13,terça-feira,22:40:00,PA,163,985,SANTAREM,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,2,0,0,0,2,2,"-2,59271401","-54,71976013",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
529615,2023-06-15,quinta-feira,13:10:00,PA,230,495,ANAPU,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,0,1,1,1,1,3,"-3,47562738","-51,19526647",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
529686,2023-06-15,quinta-feira,19:00:00,PA,230,172,ITUPIRANGA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Ignorado,Simples,Declive;Reta,Não,3,1,0,1,1,0,1,2,"-5,12273776","-49,40038355",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
529863,2023-06-16,sexta-feira,16:25:00,PA,230,120,MARABA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-5,35038318","-49,11434",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
529993,2023-06-17,sábado,04:00:00,PA,10,"262,3",AURORA DO PARA,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Reta;Declive,Sim,4,1,1,2,0,0,3,2,"-2,137892","-47,560759",SPRF-PA,DEL02-PA,UOP01-DEL02-PA
530044,2023-06-16,sexta-feira,19:30:00,PA,230,765,MEDICILANDIA,Afundamento ou ondulação no pavimento,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Reta,Não,5,0,1,1,3,0,2,1,"-3,5028369","-53,08017198",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
530088,2023-06-17,sábado,16:30:00,PA,155,277,ELDORADO DO CARAJAS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-5,92109998","-49,21417308",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
530102,2023-06-17,sábado,09:05:00,PA,316,75,SAO FRANCISCO DO PARA,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,1,1,0,2,2,"-1,29446511","-47,82243505",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
530147,2023-06-17,sábado,20:40:00,PA,163,985,SANTAREM,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,3,0,1,1,1,0,2,2,"-2,60170904","-54,7193154",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
530588,2023-06-19,segunda-feira,20:00:00,PA,10,347,SANTA MARIA DO PARA,Demais falhas na via,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Reta;Em Obras,Não,1,0,0,1,0,0,1,1,"-1,4076821","-47,55600325",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
530622,2023-05-01,segunda-feira,19:10:00,PA,316,36,SANTA IZABEL DO PARA,Ingestão de álcool pelo condutor,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-1,29009976","-48,15602469",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
530756,2023-06-20,terça-feira,17:15:00,PA,316,"54,2",CASTANHAL,Pista esburacada,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Interseção de Vias;Reta,Sim,2,0,1,1,0,0,2,1,"-1,30608532","-48,00803597",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
530960,2023-05-24,quarta-feira,18:30:00,PA,316,84,SAO FRANCISCO DO PARA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Reta,Não,4,0,1,2,1,0,3,2,"-1,3101929","-47,74456398",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
530979,2023-06-21,quarta-feira,22:25:00,PA,10,"199,1",IPIXUNA DO PARA,Animais na Pista,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,4,0,0,4,0,0,4,1,"-2,698803","-47,468802",SPRF-PA,DEL02-PA,UOP01-DEL02-PA
531058,2023-06-15,quinta-feira,02:30:00,PA,316,35,SANTA IZABEL DO PARA,Falta de elemento de contenção que evite a saída do leito carroçável,Saída de leito carroçável,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,3,1,0,0,2,0,0,1,"-1,29146197","-48,164561",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
531059,2023-05-02,terça-feira,07:00:00,PA,316,94,SAO FRANCISCO DO PARA,Manobra de mudança de faixa,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Aclive;Reta,Não,8,0,2,3,3,0,5,3,"-1,326459","-47,652377",SPRF-PA,DEL01-PA,UOP02-DEL01-PA
531079,2023-06-21,quarta-feira,17:00:00,PA,222,"58,8",DOM ELISEU,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,1,1,0,0,0,0,0,1,"-4,468364","-47,812374",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
531204,2023-06-23,sexta-feira,06:57:00,PA,316,68,CASTANHAL,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,1,1,0,0,0,1,2,"-1,29430252","-47,88149714",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
531410,2023-06-24,sábado,01:00:00,PA,230,121,MARABA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,3,"-5,35297407","-49,12143673",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
531420,2023-06-24,sábado,03:20:00,PA,230,121,MARABA,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-5,35297407","-49,12143673",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
531424,2023-06-24,sábado,04:00:00,PA,230,120,MARABA,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Interseção de Vias;Reta,Sim,2,0,0,1,0,1,1,2,"-5,36082782","-49,12382126",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
531568,2023-06-24,sábado,17:30:00,PA,316,74,CASTANHAL,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,1,0,0,2,2,"-1,29131621","-47,83082209",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
531733,2023-06-25,domingo,09:00:00,PA,10,"8,8",DOM ELISEU,Manobra de mudança de faixa,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Reta,Não,1,0,0,1,0,0,1,1,"-4,37565398","-47,53718808",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
531816,2023-06-25,domingo,20:00:00,PA,163,994,SANTAREM,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,2,0,0,0,2,2,"-2,52083003","-54,72278618",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
532115,2023-06-27,terça-feira,09:20:00,PA,316,22,BENEVIDES,Mal súbito do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-1,3534463","-48,2570266",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
532143,2023-06-27,terça-feira,09:40:00,PA,10,263,AURORA DO PARA,Demais falhas mecânicas ou elétricas,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,2,0,0,0,2,2,"-2,125994","-47,560596",SPRF-PA,DEL02-PA,UOP01-DEL02-PA
532406,2023-06-28,quarta-feira,17:00:00,PA,422,75,TUCURUI,Demais falhas na via,Colisão frontal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Declive;Reta,Não,3,0,0,2,1,0,2,3,"-3,728354","-49,685277",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
532501,2023-06-29,quinta-feira,09:30:00,PA,230,122,MARABA,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-5,36137537","-49,12376139",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
532518,2023-06-29,quinta-feira,10:10:00,PA,230,121,MARABA,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,2,0,0,0,2,1,"-5,35297407","-49,12143673",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
532609,2023-06-29,quinta-feira,17:20:00,PA,163,989,SANTAREM,Conversão proibida,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-2,565797","-54,721375",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
532631,2023-06-29,quinta-feira,19:40:00,PA,316,66,CASTANHAL,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,1,0,0,1,1,0,2,"-1,29533525","-47,90182499",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
532710,2023-06-30,sexta-feira,08:00:00,PA,155,335,MARABA,Pista esburacada,Eventos atípicos,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,0,0,1,3,0,1,1,"-5,44112901","-49,07599836",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
532754,2023-06-30,sexta-feira,14:00:00,PA,10,37,DOM ELISEU,Ausência de sinalização,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-4,126907","-47,548706",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
532880,2023-06-30,sexta-feira,15:20:00,PA,230,120,MARABA,Ingestão de álcool pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Ponte,Sim,4,0,2,2,0,0,4,2,"-5,35038318","-49,11434",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
533127,2023-07-01,sábado,23:20:00,PA,230,1127,ITAITUBA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,0,1,1,1,"-4,39393493","-55,89491498",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
533404,2023-07-03,segunda-feira,04:30:00,PA,10,"6,4",DOM ELISEU,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Declive,Não,2,0,0,1,1,0,1,2,"-4,39308805","-47,53294718",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
533523,2023-06-30,sexta-feira,23:30:00,PA,10,"93,9",ULIANOPOLIS,Animais na Pista,Atropelamento de Animal,Com Vítimas Fatais,Plena Noite,Crescente,Ignorado,Simples,Reta;Declive,Não,1,1,0,0,0,0,0,1,"-3,63067601","-47,48844022",SPRF-PA,DEL02-PA,UOP02-DEL02-PA
533543,2023-07-03,segunda-feira,22:40:00,PA,308,206,BRAGANCA,Ausência de reação do condutor,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,2,0,0,0,0,0,2,"-1,06634671","-46,74486641",SPRF-PA,DEL01-PA,UOP03-DEL01-PA
533714,2023-07-04,terça-feira,19:20:00,PA,230,3,ALTAMIRA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-3,203721","-52,206787",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
533942,2023-07-05,quarta-feira,21:03:00,PA,163,560,TRAIRAO,Reação tardia ou ineficiente do condutor,Queda de ocupante de veículo,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Simples,Curva;Declive,Não,1,0,0,0,0,1,0,1,"-5,12166295","-56,11317794",SPRF-PA,DEL05-PA,UOP02-DEL05-PA
533969,2023-07-06,quinta-feira,06:42:00,PA,230,631,ALTAMIRA,Ingestão de álcool pelo condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Interseção de Vias,Sim,1,0,1,0,0,0,1,1,"-3,17418565","-52,17729092",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
534030,2023-07-06,quinta-feira,13:15:00,PA,308,170,TRACUATEUA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,2,"-1,18690529","-47,01841892",SPRF-PA,DEL01-PA,UOP03-DEL01-PA
534055,2023-07-06,quinta-feira,10:40:00,PA,222,170,BOM JESUS DO TOCANTINS,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,1,0,0,1,1,0,3,"-5,036417","-48,575241",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
534094,2023-07-06,quinta-feira,19:00:00,PA,230,122,MARABA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,"-5,36137537","-49,12376139",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
534276,2023-07-07,sexta-feira,15:42:00,PA,230,10,ALTAMIRA,Conversão proibida,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Sim,3,0,1,0,2,0,1,2,"-3,22143049","-52,25319039",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
534280,2023-07-07,sexta-feira,15:55:00,PA,163,"985,9",SANTAREM,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-2,60170904","-54,7193154",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
534297,2023-07-07,sexta-feira,18:20:00,PA,155,322,MARABA,Reação tardia ou ineficiente do condutor,Engavetamento,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,3,0,0,0,3,0,0,3,"-5,55797","-49,07454",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
534457,2023-07-08,sábado,10:30:00,PA,316,14,MARITUBA,Ingestão de álcool pelo condutor,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,0,0,3,0,0,3,"-1,36725423","-48,32314498",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
534510,2023-07-08,sábado,12:20:00,PA,163,991,SANTAREM,Demais falhas mecânicas ou elétricas,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-2,547851","-54,72278",SPRF-PA,DEL05-PA,UOP01-DEL05-PA
534626,2023-07-08,sábado,22:45:00,PA,230,"3,5",ALTAMIRA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,2,1,0,0,3,2,"-3,203721","-52,206787",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
534742,2023-07-09,domingo,12:20:00,PA,316,70,CASTANHAL,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-1,29157829","-47,86624498",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
534895,2023-07-10,segunda-feira,00:20:00,PA,316,162,TRACUATEUA,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-1,28399693","-47,11355092",SPRF-PA,DEL01-PA,UOP03-DEL01-PA
535111,2023-07-11,terça-feira,08:10:00,PA,230,9,ALTAMIRA,Frear bruscamente,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-3,203721","-52,206787",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
535119,2023-07-11,terça-feira,08:41:00,PA,316,48,SANTA IZABEL DO PARA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,2,0,1,0,2,2,"-1,29155307","-48,05614099",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
535349,2023-05-22,segunda-feira,13:00:00,PA,316,62,CASTANHAL,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,2,0,0,1,0,1,1,2,"-1,29786885","-47,93764104",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
535495,2023-05-26,sexta-feira,12:30:00,PA,316,"1,6",ANANINDEUA,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,4,0,2,0,2,0,2,2,"-1,40318503","-48,42870296",SPRF-PA,DEL01-PA,UOP01-DEL01-PA
535507,2023-07-13,quinta-feira,09:10:00,PA,230,120,MARABA,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-5,35038318","-49,11434",SPRF-PA,DEL03-PA,UOP01-DEL03-PA
535868,2023-07-14,sexta-feira,20:20:00,PA,308,151,CAPANEMA,Ausência de reação do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-1,21064","-47,182743",SPRF-PA,DEL01-PA,UOP03-DEL01-PA
536289,2023-07-16,domingo,18:50:00,PA,230,2,ALTAMIRA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Declive;Reta,Sim,2,0,1,0,0,1,1,2,"-3,18090608","-52,18458295",SPRF-PA,DEL04-PA,UOP01-DEL04-PA
